gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureBucket,AvgMonthlySpend,NumAddonServices
0,1,0,0,2,1,0,1,0,0,2,0,0,0,1,1,3,77.4,157.94,0,0,78.97,1
0,0,1,0,12,1,2,2,1,1,1,1,1,1,0,0,2,18.0,201.08,1,0,16.76,0
1,0,1,0,18,1,0,1,2,0,0,0,2,2,0,1,2,89.92,1627.55,0,1,90.42,3
1,0,0,0,14,1,2,0,0,2,2,0,2,2,0,1,2,71.14,1016.8,1,1,72.63,4
0,1,0,0,55,1,0,0,0,2,2,0,2,2,0,0,3,64.28,3562.44,1,3,64.77,4
1,0,0,0,56,1,0,1,0,0,0,0,0,2,0,1,0,68.27,3831.71,0,3,68.42,1
1,1,1,1,41,1,2,1,0,0,0,0,2,0,0,1,2,64.53,2646.02,1,2,64.54,1
0,1,1,0,11,1,0,1,0,0,2,2,2,0,0,1,0,90.48,1032.81,1,0,93.89,3
0,0,0,0,30,1,0,1,2,2,2,2,2,0,1,1,1,104.92,3150.01,0,2,105.0,5
1,0,0,0,12,1,0,1,2,2,0,0,0,0,0,1,2,80.22,952.96,1,0,79.41,2
0,0,1,1,6,1,0,1,0,0,0,2,0,0,1,1,2,69.19,401.36,0,0,66.89,1
1,0,0,1,10,1,2,2,1,1,1,1,1,1,2,1,1,18.0,163.93,0,0,16.39,0
1,0,1,0,1,1,2,2,1,1,1,1,1,1,0,0,0,25.91,15.84,0,0,15.84,0
1,0,1,1,9,1,0,0,0,0,2,0,0,2,2,0,2,55.84,541.09,0,0,60.12,2
0,0,1,1,14,1,0,1,0,0,0,0,0,0,2,0,3,65.15,896.97,0,1,64.07,0
0,0,1,0,72,1,0,1,0,0,2,0,2,0,0,1,0,91.5,6618.54,0,3,91.92,2
0,0,0,0,9,1,2,0,0,0,0,2,0,0,0,1,0,55.23,492.96,1,0,54.77,1
0,0,1,0,55,1,0,2,1,1,1,1,1,1,0,1,0,22.75,1272.09,0,3,23.13,0
0,1,1,0,6,1,0,0,0,2,0,0,2,2,1,1,3,57.21,321.69,0,0,53.62,3
1,0,0,1,5,0,1,2,1,1,1,1,1,1,0,1,1,26.19,130.59,1,0,26.12,0
1,1,0,0,17,1,0,0,2,0,2,0,2,2,0,1,2,69.41,1147.65,0,1,67.51,4
1,0,0,1,26,1,2,1,0,0,0,0,2,2,1,1,0,79.47,2066.66,0,2,79.49,2
1,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,1,60.44,76.18,1,0,76.18,2
0,0,1,0,5,1,0,1,2,0,0,2,0,0,2,1,3,85.23,445.48,0,0,89.1,2
1,0,0,0,14,1,2,0,2,0,0,0,2,0,0,0,1,56.37,789.09,0,1,56.36,2
0,0,0,0,9,1,2,0,0,0,0,0,0,0,2,0,2,39.27,346.26,0,0,38.47,0
1,0,0,0,29,0,1,2,1,1,1,1,1,1,0,1,2,18.0,523.74,1,2,18.06,0
0,0,1,1,17,0,1,0,0,0,2,0,0,2,0,1,1,47.08,788.92,0,1,46.41,2
0,0,1,0,4,1,0,1,2,2,2,2,2,0,0,1,2,101.62,395.01,1,0,98.75,5
1,0,0,0,53,1,0,1,2,2,2,2,0,0,2,0,2,82.7,4374.94,0,3,82.55,4
1,0,1,0,8,1,2,0,0,0,0,2,0,0,0,1,3,50.17,405.92,0,0,50.74,1
1,0,0,0,31,1,0,0,2,2,0,2,2,2,1,1,3,62.05,1952.27,0,2,62.98,5
1,0,0,0,36,1,2,0,2,2,0,0,0,0,2,1,0,63.42,2309.1,0,2,64.14,2
0,0,0,0,72,1,0,1,0,0,0,0,0,0,1,1,2,64.19,4615.31,0,3,64.1,0
1,0,0,1,16,1,0,2,1,1,1,1,1,1,0,0,2,21.61,329.45,0,1,20.59,0
1,0,0,0,22,1,2,2,1,1,1,1,1,1,2,1,3,18.0,381.35,0,1,17.33,0
0,1,1,1,9,1,0,2,1,1,1,1,1,1,2,1,3,24.35,189.57,0,0,21.06,0
1,0,0,0,27,1,2,1,2,0,0,0,0,2,0,1,3,85.42,2320.9,0,2,85.96,2
1,0,0,0,14,1,2,2,1,1,1,1,1,1,1,0,0,20.09,253.39,0,1,18.1,0
1,0,1,0,13,1,0,0,0,2,0,2,2,0,2,1,3,59.67,730.55,0,1,56.2,3
1,0,1,0,46,0,1,1,2,0,2,0,0,2,2,0,2,89.05,4110.88,0,2,89.37,3
1,0,1,1,1,1,0,1,0,0,2,2,0,2,0,0,0,81.95,95.66,1,0,95.66,3
0,0,0,0,51,1,2,0,2,0,2,2,2,0,2,0,2,70.44,3570.82,0,3,70.02,4
1,0,1,0,45,1,0,2,1,1,1,1,1,1,0,1,2,21.48,972.65,0,2,21.61,0
1,0,0,0,16,1,2,0,2,2,0,0,2,2,0,1,0,57.13,887.71,0,1,55.48,4
1,0,1,1,16,1,0,1,0,0,0,0,0,0,0,1,2,79.23,1265.73,0,1,79.11,0
1,0,1,0,10,1,2,1,0,2,2,0,0,0,0,1,3,80.92,816.38,1,0,81.64,2
1,0,0,0,72,1,0,0,0,0,0,2,0,0,1,1,2,48.31,3492.19,0,3,48.5,1
0,0,1,1,2,1,0,0,2,0,0,0,0,0,0,1,3,50.83,109.58,1,0,54.79,1
1,0,0,0,21,1,2,1,2,0,2,2,0,0,0,1,3,81.41,1671.73,1,1,79.61,3
0,0,0,1,27,1,0,2,1,1,1,1,1,1,0,0,1,19.24,525.52,1,2,19.46,0
0,0,0,0,65,1,2,1,0,0,0,0,0,2,0,1,3,78.95,5175.37,0,3,79.62,1
1,0,1,1,36,1,2,1,0,0,0,0,2,0,2,1,0,78.44,2831.7,0,2,78.66,1
1,0,0,0,24,1,2,0,2,2,0,0,2,0,2,0,1,63.1,1486.7,0,1,61.95,3
1,0,0,0,2,0,1,1,0,2,0,0,0,0,0,1,0,71.99,129.78,1,0,64.89,1
1,0,0,0,11,1,0,0,0,2,0,0,0,0,2,0,3,45.7,492.47,1,0,44.77,1
0,0,0,0,3,1,2,1,2,2,0,2,0,2,0,1,3,91.94,229.19,0,0,76.4,4
1,0,0,0,51,1,0,0,0,0,0,0,2,0,1,0,3,53.85,2748.36,0,3,53.89,1
1,0,0,1,33,1,0,1,2,0,0,2,0,0,2,0,1,76.34,2512.21,0,2,76.13,2
1,0,0,0,34,1,2,1,2,0,0,0,0,0,0,1,2,73.86,2505.17,0,2,73.68,1
1,0,1,0,25,1,0,1,0,0,0,2,0,0,1,0,1,76.96,1921.51,0,2,76.86,1
1,1,1,0,16,1,0,1,0,2,0,2,0,2,0,1,0,84.52,1337.88,1,1,83.62,3
1,0,1,1,3,1,0,1,0,0,2,0,0,0,0,1,1,80.79,259.47,1,0,86.49,1
0,0,1,1,9,1,0,0,2,2,0,0,2,0,1,0,2,53.46,484.82,0,0,53.87,3
0,1,1,0,3,1,2,1,0,0,0,0,2,2,2,0,1,72.74,207.54,0,0,69.18,2
1,1,1,0,30,1,2,1,2,2,0,0,0,2,0,1,2,90.48,2723.3,1,2,90.78,3
1,1,0,0,4,0,1,1,2,0,0,2,2,0,2,1,0,88.09,359.47,0,0,89.87,3
1,0,1,0,29,1,2,0,0,0,0,0,0,0,2,0,3,45.45,1298.95,0,2,44.79,0
0,0,0,0,28,1,0,0,0,2,0,2,2,2,0,1,0,63.33,1769.78,0,2,63.21,4
1,0,1,0,14,1,0,2,1,1,1,1,1,1,0,0,0,22.35,309.41,0,1,22.1,0
0,0,1,0,3,1,2,1,0,0,2,2,0,0,1,0,2,80.94,231.12,0,0,77.04,2
1,0,1,0,9,1,2,0,2,2,2,0,0,0,0,1,3,61.5,526.37,0,0,58.49,3
1,0,1,1,9,1,0,0,0,0,0,2,0,2,0,1,2,54.66,479.61,0,0,53.29,2
1,0,0,1,28,1,2,0,0,0,0,2,2,2,2,1,3,62.68,1780.37,0,2,63.58,3
1,0,0,1,2,1,2,0,2,0,2,0,2,2,1,0,0,69.59,126.2,0,0,63.1,4
0,1,1,0,42,1,2,1,2,0,2,0,0,2,0,0,2,89.52,3777.82,1,2,89.95,3
0,0,1,1,34,1,2,1,2,2,0,0,0,2,1,1,3,87.29,2967.15,0,2,87.27,3
1,0,1,1,4,0,1,2,1,1,1,1,1,1,0,1,0,19.98,83.27,0,0,20.82,0
1,0,0,0,30,1,2,2,1,1,1,1,1,1,0,0,2,22.22,642.12,0,2,21.4,0
0,0,0,1,26,1,2,1,2,2,2,0,0,0,2,1,1,90.98,2388.76,1,2,91.88,3
0,0,0,1,33,1,0,2,1,1,1,1,1,1,2,0,3,19.23,675.79,0,2,20.48,0
0,0,0,1,5,1,2,1,2,0,0,0,2,0,0,1,2,78.64,379.24,0,0,75.85,2
0,1,0,1,4,1,2,1,2,0,2,0,0,0,0,0,2,82.47,355.95,1,0,88.99,2
1,0,1,0,6,1,0,0,2,0,2,2,0,0,1,0,3,63.69,356.76,0,0,59.46,3
0,0,1,0,10,1,0,0,2,0,2,2,0,2,0,1,3,64.5,643.92,0,0,64.39,4
1,0,0,0,37,1,2,0,2,2,0,0,0,2,0,0,2,62.25,2279.8,1,2,61.62,3
0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,1,2,40.8,1313.15,1,2,41.04,0
0,0,0,0,62,1,2,1,0,2,0,0,2,0,1,1,3,79.95,4952.82,0,3,79.88,2
0,0,0,0,1,1,2,0,2,2,0,2,2,2,0,1,0,77.76,76.74,1,0,76.74,5
0,0,1,1,0,1,0,0,2,0,0,0,2,2,0,0,2,63.04,26.24,1,0,26.24,3
0,0,0,1,28,0,1,2,1,1,1,1,1,1,0,0,0,18.0,528.87,0,2,18.89,0
1,0,0,0,7,1,0,1,0,0,2,0,0,2,0,0,1,77.43,538.57,0,0,76.94,2
1,0,1,1,9,1,0,1,0,2,0,2,0,0,0,0,1,73.78,686.17,0,0,76.24,2
0,0,0,1,18,1,2,0,0,0,0,0,2,2,0,1,1,63.12,1159.17,0,1,64.4,2
0,0,0,0,2,1,2,2,1,1,1,1,1,1,0,1,1,18.0,58.19,1,0,29.1,0
1,0,1,0,24,0,1,0,0,2,2,2,2,2,2,1,2,57.35,1379.35,0,1,57.47,5
0,0,1,1,9,1,2,1,0,2,2,2,0,0,0,0,2,77.97,708.34,0,0,78.7,3
0,0,1,1,24,1,0,1,2,2,0,2,0,0,0,0,3,85.27,2040.81,1,1,85.03,3
1,0,0,0,43,1,2,1,0,0,0,0,2,0,2,1,0,71.41,3117.31,0,2,72.5,1
0,0,1,0,4,1,2,2,1,1,1,1,1,1,1,0,1,20.65,90.58,0,0,22.64,0
0,1,0,1,64,1,0,0,2,0,0,2,2,2,1,1,2,66.71,4267.8,0,3,66.68,4
1,1,0,0,18,1,2,2,1,1,1,1,1,1,0,1,3,18.0,334.06,0,1,18.56,0
1,0,1,0,61,1,2,1,2,0,2,0,2,0,0,1,0,80.4,4909.83,1,3,80.49,3
1,0,0,0,5,1,2,1,2,0,0,2,0,0,1,0,3,84.55,464.0,0,0,92.8,2
0,0,0,0,22,1,0,2,1,1,1,1,1,1,1,1,3,21.49,472.34,0,1,21.47,0
1,0,1,1,12,1,2,1,2,2,0,0,2,2,0,0,2,76.62,934.75,1,0,77.9,4
1,0,1,0,35,0,1,2,1,1,1,1,1,1,0,1,1,18.0,627.61,0,2,17.93,0
1,0,0,0,22,1,2,0,0,0,2,0,0,2,2,1,3,46.04,979.13,0,1,44.51,2
1,0,0,1,16,1,0,2,1,1,1,1,1,1,0,1,3,19.2,307.23,1,1,19.2,0
1,1,1,0,58,1,2,1,0,2,0,2,0,0,0,0,2,81.01,4715.65,0,3,81.3,2
1,0,1,1,11,1,2,2,1,1,1,1,1,1,0,1,3,19.14,213.26,0,0,19.39,0
0,0,1,1,5,1,0,2,1,1,1,1,1,1,2,0,2,18.0,66.88,0,0,13.38,0
0,0,0,0,22,1,0,0,0,0,2,0,2,0,2,1,2,60.11,1354.13,0,1,61.55,2
1,0,1,1,23,1,2,1,2,0,2,2,2,2,1,1,2,96.6,2198.01,0,1,95.57,5
1,0,0,0,13,1,0,2,1,1,1,1,1,1,0,0,2,18.0,218.54,0,1,16.81,0
1,1,0,0,16,1,2,1,0,0,0,2,0,0,0,1,0,70.76,1109.66,1,1,69.35,1
0,0,1,0,72,1,0,1,2,2,0,2,0,2,0,0,3,86.19,6184.95,0,3,85.9,4
0,0,0,0,31,1,0,0,2,2,2,0,0,2,1,1,1,63.26,1961.96,0,2,63.29,4
0,0,1,0,2,1,0,1,0,2,0,0,0,2,1,0,2,80.18,172.58,0,0,86.29,2
0,1,0,1,5,1,0,1,2,0,0,2,2,2,2,0,2,92.07,448.61,0,0,89.72,4
0,0,1,0,72,1,2,1,0,0,2,0,0,0,0,0,1,70.88,5114.65,0,3,71.04,1
0,0,0,0,31,1,0,1,0,0,0,2,0,0,1,1,2,68.22,2130.2,0,2,68.72,1
0,0,0,1,59,1,0,0,2,2,2,2,2,0,0,0,2,71.97,4239.65,0,3,71.86,5
0,0,1,1,8,0,1,1,0,0,2,2,0,0,0,1,2,84.14,642.84,1,0,80.36,2
0,0,1,1,32,1,2,2,1,1,1,1,1,1,0,1,1,28.55,943.88,0,2,29.5,0
1,0,1,0,30,1,0,1,0,2,2,2,0,2,0,1,1,92.02,2747.19,0,2,91.57,4
1,0,1,0,8,1,0,2,1,1,1,1,1,1,2,1,3,18.0,99.8,0,0,12.48,0
1,0,0,0,19,1,0,1,0,0,2,0,2,0,0,0,0,83.05,1570.17,1,1,82.64,2
1,1,0,0,23,1,0,2,1,1,1,1,1,1,2,0,3,19.25,454.42,0,1,19.76,0
0,0,1,0,15,1,0,2,1,1,1,1,1,1,0,1,1,18.0,284.67,0,1,18.98,0
0,0,0,0,42,1,0,2,1,1,1,1,1,1,0,0,2,19.76,807.18,0,2,19.22,0
1,0,0,0,42,1,2,2,1,1,1,1,1,1,0,1,1,21.41,862.25,0,2,20.53,0
0,0,0,0,45,1,2,0,2,0,0,0,2,2,0,0,2,67.17,3028.77,0,2,67.31,3
1,1,1,0,39,1,2,2,1,1,1,1,1,1,0,0,3,20.36,804.38,1,2,20.63,0
0,0,1,0,16,1,2,1,2,0,2,0,0,0,0,0,2,75.92,1237.08,0,1,77.32,2
1,0,1,0,11,1,2,0,0,0,2,2,2,0,0,1,0,50.57,576.33,0,0,52.39,3
0,0,0,0,42,1,2,0,0,0,2,0,0,2,2,0,0,48.85,2054.63,0,2,48.92,2
0,0,1,0,16,1,0,1,0,2,2,0,0,0,1,1,3,75.15,1184.03,0,1,74.0,2
1,0,1,0,6,1,0,2,1,1,1,1,1,1,1,0,0,28.33,160.33,0,0,26.72,0
0,0,1,0,16,1,0,1,0,0,0,2,0,2,0,1,0,79.05,1259.94,1,1,78.75,2
1,0,0,0,3,1,0,1,2,0,2,0,0,0,0,0,0,79.55,220.34,0,0,73.45,2
1,1,1,0,28,1,0,0,0,0,2,0,0,0,0,1,2,55.51,1575.9,0,2,56.28,1
1,0,1,0,9,1,2,1,2,0,2,2,0,0,2,0,3,88.01,812.65,0,0,90.29,3
1,0,1,1,7,0,1,0,2,0,2,0,2,0,0,1,2,58.69,382.91,0,0,54.7,3
0,0,1,1,72,1,2,1,0,0,0,2,0,0,0,0,3,80.73,5806.13,0,3,80.64,1
0,0,0,0,36,0,1,2,1,1,1,1,1,1,1,0,0,18.0,689.24,0,2,19.15,0
0,0,1,0,37,1,0,2,1,1,1,1,1,1,0,0,0,21.42,815.8,0,2,22.05,0
1,0,1,0,23,1,2,0,0,0,2,0,0,2,2,0,0,48.72,1124.32,0,1,48.88,2
0,0,0,0,43,1,2,1,0,2,0,0,2,2,0,1,2,86.3,3732.82,0,2,86.81,3
1,0,1,0,34,1,2,1,0,0,2,0,0,2,0,0,0,85.09,2926.05,1,2,86.06,2
0,0,1,1,21,1,2,0,0,2,2,0,0,0,2,1,3,59.36,1248.45,0,1,59.45,2
0,1,0,1,72,1,2,2,1,1,1,1,1,1,0,0,1,24.51,1737.58,0,3,24.13,0
0,0,1,0,5,0,1,1,0,2,2,0,0,0,0,0,3,94.44,489.39,0,0,97.88,2
1,0,1,1,68,1,2,1,2,0,0,0,0,0,0,1,0,73.66,5027.11,1,3,73.93,1
0,0,1,0,12,1,0,1,0,0,0,0,0,2,1,0,0,70.48,825.65,0,0,68.8,1
0,0,0,0,18,1,0,0,2,2,2,0,0,2,2,0,1,67.28,1216.25,0,1,67.57,4
1,0,0,0,3,1,0,0,0,0,2,0,0,0,1,1,3,45.6,120.99,0,0,40.33,1
0,0,0,0,18,1,2,0,2,0,2,0,2,0,2,1,3,54.34,945.23,0,1,52.51,3
1,0,0,0,22,1,2,1,2,0,2,2,0,2,0,1,3,88.74,1956.69,1,1,88.94,4
0,0,1,1,72,1,2,0,0,0,2,2,2,0,0,0,2,69.9,5061.84,0,3,70.3,3
1,0,1,0,72,1,0,2,1,1,1,1,1,1,0,1,0,23.45,1694.82,0,3,23.54,0
1,0,0,0,72,1,0,1,2,0,2,2,0,2,1,1,1,91.9,6620.34,0,3,91.95,4
0,0,0,1,10,1,0,2,1,1,1,1,1,1,0,1,2,18.0,153.35,0,0,15.34,0
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,1,3,18.0,1308.57,0,3,18.17,0
1,0,0,1,14,1,2,1,0,0,0,0,2,0,1,0,1,82.16,1139.17,0,1,81.37,1
1,0,1,1,45,1,0,0,2,2,0,2,2,2,2,1,2,68.65,3073.69,0,2,68.3,5
1,0,1,0,5,1,0,1,0,0,2,0,2,0,0,0,3,90.97,472.49,0,0,94.5,2
1,0,1,0,16,1,0,0,2,0,0,0,0,0,0,1,1,52.24,811.53,1,1,50.72,1
1,0,1,0,72,1,0,0,2,0,2,0,0,0,0,1,1,54.25,3901.76,0,3,54.19,2
0,0,0,0,70,1,0,1,0,2,0,0,0,0,0,1,3,73.43,5117.14,1,3,73.1,1
1,0,0,0,27,1,2,1,2,2,0,0,2,0,2,0,2,84.67,2280.1,0,2,84.45,3
1,0,1,0,38,1,2,0,0,2,2,2,2,2,0,1,2,62.74,2340.28,0,2,61.59,5
0,0,1,0,4,0,1,1,0,0,0,0,0,0,2,1,0,74.87,310.31,0,0,77.58,0
0,0,0,0,30,0,1,0,0,0,2,2,2,0,2,1,2,62.21,1874.1,0,2,62.47,3
0,0,1,0,23,1,2,1,0,0,2,0,2,0,1,1,2,78.72,1854.1,0,1,80.61,2
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,0,19.44,43.73,0,0,21.86,0
0,0,1,0,2,1,0,1,0,2,2,0,0,0,0,0,0,84.05,150.06,1,0,75.03,2
0,0,0,1,2,1,0,2,1,1,1,1,1,1,0,1,1,30.15,80.13,0,0,40.06,0
0,1,1,0,30,1,0,1,0,0,2,2,0,2,0,1,2,92.66,2799.18,1,2,93.31,3
1,0,1,0,3,1,2,0,0,2,0,0,0,0,0,0,2,50.93,178.92,1,0,59.64,1
1,0,1,1,15,1,2,1,0,2,0,0,2,0,0,1,1,75.89,1099.13,0,1,73.28,2
0,0,1,0,10,1,0,0,2,0,0,0,2,0,1,1,0,47.33,459.28,0,0,45.93,2
1,0,1,0,19,1,0,1,2,0,2,0,2,2,0,1,1,90.61,1703.44,1,1,89.65,4
1,0,0,1,29,1,0,1,0,2,2,0,0,0,0,1,1,76.08,2236.89,0,2,77.13,2
1,0,1,0,27,0,1,2,1,1,1,1,1,1,0,1,1,20.78,577.17,0,2,21.38,0
0,0,1,1,17,1,2,1,2,0,0,0,0,0,2,1,3,76.45,1322.26,0,1,77.78,1
0,0,0,0,14,1,0,2,1,1,1,1,1,1,1,1,2,23.58,308.42,0,1,22.03,0
1,0,0,1,12,0,1,1,0,0,0,2,2,0,0,1,3,74.14,892.33,1,0,74.36,2
0,1,0,0,47,1,2,0,0,2,0,2,0,2,2,0,0,55.56,2578.77,0,2,54.87,3
1,0,0,1,9,1,2,1,0,0,0,2,0,0,1,0,2,73.43,638.82,1,0,70.98,1
1,1,1,1,7,1,0,2,1,1,1,1,1,1,2,0,0,21.3,151.57,0,0,21.65,0
1,0,0,1,32,1,0,1,2,0,2,2,0,2,0,0,2,91.01,2916.75,1,2,91.15,4
1,0,0,0,10,1,0,1,0,2,0,2,2,0,2,1,0,97.89,986.77,0,0,98.68,3
0,0,0,0,45,1,0,1,2,2,0,2,0,0,0,1,2,73.7,3303.49,1,2,73.41,3
0,0,1,0,9,1,2,1,2,0,0,2,2,0,2,0,3,90.55,823.46,0,0,91.5,3
0,1,1,0,29,1,0,0,0,0,0,0,2,2,0,1,1,60.29,1748.5,0,2,60.29,2
1,1,1,0,1,1,2,0,2,0,0,0,0,0,2,1,2,45.42,76.82,0,0,76.82,1
0,1,0,1,11,1,2,0,0,0,2,0,0,2,2,1,3,52.64,570.51,0,0,51.86,2
1,0,0,0,10,1,2,1,0,2,2,2,0,2,0,1,2,98.81,951.41,1,0,95.14,4
0,0,0,1,40,0,1,2,1,1,1,1,1,1,2,0,1,18.0,732.34,0,2,18.31,0
1,0,1,0,72,0,1,2,1,1,1,1,1,1,0,0,1,18.0,1302.72,0,3,18.09,0
1,1,0,0,14,1,0,0,0,2,0,2,0,0,0,0,1,55.6,760.6,1,1,54.33,2
1,0,0,0,41,1,0,1,2,2,0,0,2,2,0,0,1,92.56,3788.43,1,2,92.4,4
0,0,1,1,28,1,0,1,0,0,0,0,2,2,2,1,0,84.99,2383.6,0,2,85.13,2
0,0,0,0,72,0,1,1,2,2,0,0,0,0,0,0,2,85.2,6126.81,1,3,85.09,2
0,0,1,1,39,1,0,1,0,0,2,2,0,0,1,1,2,83.91,3250.28,0,2,83.34,2
0,1,0,1,1,1,0,0,0,2,0,0,0,0,1,0,3,40.46,36.47,0,0,36.47,1
1,0,0,1,29,1,0,2,1,1,1,1,1,1,2,1,0,19.79,591.6,0,2,20.4,0
0,0,0,0,18,1,2,2,1,1,1,1,1,1,2,0,0,23.32,412.53,0,1,22.92,0
0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,2,58.42,4.24,1,0,4.24,2
1,0,0,0,6,1,2,1,2,0,0,2,0,2,0,1,2,81.45,485.07,0,0,80.84,3
1,0,0,1,61,1,2,0,0,0,0,2,0,0,0,1,3,44.89,2713.59,0,3,44.49,1
1,0,1,0,62,1,0,0,2,2,2,2,2,0,1,1,2,64.54,3999.35,0,3,64.51,5
0,0,0,0,38,1,2,2,1,1,1,1,1,1,0,1,0,22.33,839.63,0,2,22.1,0
1,1,1,1,72,1,0,1,0,0,0,0,0,0,0,1,0,75.04,5418.05,0,3,75.25,0
1,0,1,1,39,1,0,0,0,2,0,0,2,0,2,0,0,55.71,2197.4,0,2,56.34,2
1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,64.65,17.63,1,0,17.63,0
0,1,0,0,8,1,0,2,1,1,1,1,1,1,1,1,1,20.9,152.5,0,0,19.06,0
1,0,1,0,0,1,0,2,1,1,1,1,1,1,0,0,2,18.0,0.0,0,0,0.0,0
0,0,1,0,2,1,2,0,2,2,2,2,2,0,0,1,2,66.32,102.37,1,0,51.18,5
0,0,1,1,5,1,0,2,1,1,1,1,1,1,0,1,0,18.16,94.19,0,0,18.84,0
1,0,1,1,16,1,2,2,1,1,1,1,1,1,0,0,2,18.0,273.82,0,1,17.11,0
1,0,1,0,45,1,0,1,2,2,2,0,2,0,2,0,2,84.35,3773.49,0,2,83.86,4
0,1,0,0,47,1,0,1,0,0,0,0,2,0,0,1,2,82.75,3928.49,1,2,83.58,1
1,0,1,0,22,0,1,0,0,2,0,0,0,2,0,1,0,45.56,1012.04,0,1,46.0,2
1,0,1,0,63,1,0,0,2,0,2,0,0,0,2,1,1,52.04,3285.24,0,3,52.15,2
0,0,1,0,16,1,0,1,0,2,0,0,2,2,1,1,3,83.92,1348.45,1,1,84.28,3
0,0,0,1,52,1,2,2,1,1,1,1,1,1,2,1,0,26.14,1391.66,0,3,26.76,0
1,0,1,0,14,1,2,2,1,1,1,1,1,1,2,0,3,21.47,297.24,0,1,21.23,0
0,0,1,0,7,1,2,1,0,2,2,2,0,2,2,0,2,88.59,632.49,0,0,90.36,4
1,0,1,1,59,1,2,2,1,1,1,1,1,1,0,1,2,18.0,1080.07,0,3,18.31,0
1,0,0,0,11,1,2,1,0,0,2,0,0,2,2,1,1,85.74,980.29,0,0,89.12,2
1,1,0,1,16,0,1,1,0,0,2,0,2,0,0,1,2,75.97,1215.49,1,1,75.97,2
0,0,1,1,9,1,2,0,0,0,0,0,2,2,0,1,1,56.06,529.23,0,0,58.8,2
1,0,1,0,26,1,2,1,0,0,0,0,2,0,0,0,2,74.15,1891.33,1,2,72.74,1
1,0,1,0,72,0,1,0,0,0,2,0,2,2,0,0,0,62.4,4535.15,0,3,62.99,3
1,0,0,1,0,1,0,0,2,0,2,0,0,2,0,1,1,67.86,8.45,0,0,8.45,3
0,0,0,0,55,1,0,0,2,0,0,0,2,0,0,1,3,58.53,3234.26,0,3,58.8,2
0,0,1,0,0,1,2,1,0,0,0,2,0,2,0,0,0,79.36,0.0,1,0,0.0,2
0,0,1,0,10,0,1,0,0,0,0,0,2,2,2,1,3,63.38,606.83,0,0,60.68,2
0,0,1,0,4,1,0,1,0,0,0,2,0,0,2,1,2,82.9,318.68,0,0,79.67,1
0,1,1,1,33,1,0,2,1,1,1,1,1,1,1,1,2,25.7,848.5,0,2,25.71,0
1,1,0,1,1,1,0,2,1,1,1,1,1,1,2,1,1,21.41,16.32,0,0,16.32,0
0,1,1,1,19,0,1,1,2,2,0,0,2,2,0,1,2,86.14,1628.46,1,1,85.71,4
0,0,1,1,8,1,2,0,0,2,2,0,0,2,2,0,2,48.17,381.42,0,0,47.68,3
0,0,1,1,3,1,2,1,2,0,2,2,2,0,0,1,1,91.06,226.49,1,0,75.5,4
1,0,0,1,35,1,0,1,0,2,2,0,2,0,0,1,2,88.87,3118.98,1,2,89.11,3
0,0,0,0,5,1,2,1,0,0,2,2,0,2,0,0,3,78.31,388.15,0,0,77.63,3
0,0,1,0,6,1,0,1,2,0,0,0,0,2,0,1,1,82.08,511.5,0,0,85.25,2
1,0,1,0,7,1,2,1,0,2,0,0,0,2,0,1,3,77.77,534.87,1,0,76.41,2
0,0,1,1,21,1,0,2,1,1,1,1,1,1,0,1,3,22.55,466.11,0,1,22.2,0
1,0,0,0,25,1,0,0,0,0,2,2,2,2,0,1,1,61.92,1551.16,0,2,62.05,4
1,0,1,1,0,1,2,0,0,0,0,0,2,2,0,0,2,51.37,13.68,1,0,13.68,2
1,0,0,0,6,1,2,1,0,0,0,0,0,2,0,1,2,74.69,471.15,1,0,78.52,1
1,0,0,1,13,1,2,1,0,0,0,0,0,0,2,0,3,64.12,832.75,0,1,64.06,0
1,0,0,0,9,1,0,0,0,2,0,0,0,0,0,0,0,54.81,501.86,1,0,55.76,1
0,0,1,0,51,1,0,2,1,1,1,1,1,1,0,1,2,20.1,1025.76,0,3,20.11,0
1,0,0,0,37,1,0,1,2,0,2,0,2,2,1,1,3,84.28,3112.48,1,2,84.12,4
1,0,0,1,23,1,2,1,0,0,2,0,0,2,2,1,3,76.92,1730.71,0,1,75.25,2
0,0,1,0,9,1,2,1,0,2,0,2,0,2,0,1,2,87.95,795.67,1,0,88.41,3
1,0,1,0,28,1,2,1,0,2,0,0,0,2,2,1,0,78.49,2179.51,0,2,77.84,2
0,0,1,1,44,0,1,2,1,1,1,1,1,1,0,1,2,23.55,1053.61,1,2,23.95,0
0,0,1,0,21,1,0,0,0,0,0,0,0,0,0,0,0,40.02,823.06,0,1,39.19,0
