customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9291-SHAPB,Male,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,70.56,1784.49,No
3201-BVMXU,Male,0,No,No,55,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,87.38,4803.48,No
7353-HFKMV,Female,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,82.57,3509.75,No
5589-JMTAY,Male,0,Yes,No,66,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,44.64,2929.31,No
8970-XNGBG,Male,0,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,860.38,Yes
2286-ESSTO,Female,0,No,No,48,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,49.99,2430.18,No
5391-HWVSZ,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,83.2,92.96,Yes
1475-YYAFG,Female,1,Yes,No,44,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,85.11,3738.91,No
8353-RLYXD,Male,1,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.35,495.25,No
9472-YQNAO,Female,0,No,No,11,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,65.83,701.41,No
8459-NGJYK,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,76.89,51.0,No
1948-PRWBD,Female,1,No,No,27,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),46.29,1269.27,No
3340-XTRIP,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,177.71,No
6997-FQTRZ,Male,1,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),90.03,1360.87,No
2894-PZKQL,Female,0,Yes,No,27,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,58.62,1560.64,No
9603-YXTLO,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,80.0,4634.18,No
4438-FHTBC,Female,0,No,Yes,41,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,41.91,1724.83,Yes
2085-JZTEG,Male,0,No,Yes,14,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,64.41,926.95,No
2899-FTUJX,Female,0,No,No,11,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.64,938.26,Yes
4819-ZBFLP,Male,0,No,No,6,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,39.46,239.4,Yes
5125-MQFJB,Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.0,179.43,No
2529-XABGJ,Male,0,No,No,2,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),83.92,185.87,No
9015-SZPYL,Male,0,No,Yes,72,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),90.09,6480.91,No
1046-DHJFU,Female,1,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,331.81,No
8899-PLYUW,Male,0,No,Yes,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,86.05,240.46,Yes
9300-HIZII,Female,0,No,Yes,10,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,81.6,829.67,No
3534-TEYNY,Female,0,No,No,19,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,57.43,1105.49,No
8293-RZUMN,Female,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.47,296.84,Yes
3542-WFOFL,Male,1,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.68,0.0,Yes
8056-BWDXR,Male,0,Yes,Yes,72,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,60.42,4324.39,No
3152-ZZQPP,Female,0,Yes,No,7,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,62.12,442.76,Yes
7037-XHXKC,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.25,11.77,Yes
9979-LMEFR,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,75.72,54.24,No
3589-ALXOS,Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.42,1648.6,Yes
8679-EPKLF,Female,1,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),71.36,230.8,Yes
9636-JPWUE,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),80.45,100.92,Yes
5661-LAELP,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.76,299.45,Yes
4109-ETSHH,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,435.58,No
4910-LSSYO,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,41.16,No
3491-QWAYW,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.11,180.12,No
2890-UWAZW,Female,0,No,No,12,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,47.0,562.19,Yes
8884-DAJGT,Female,0,No,Yes,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),50.75,219.0,Yes
4185-MBKGQ,Male,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,303.66,No
1782-WKBKN,Female,0,Yes,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,45.77,109.69,Yes
4304-MWIYX,Female,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,4.55,No
7337-VJDFM,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.76,357.4,No
7943-DBMJG,Female,0,Yes,No,6,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,74.14,440.04,No
9223-EDGUJ,Male,1,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.18,170.6,Yes
7602-LXRTD,Male,0,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,47.88,612.3,No
7618-WAZCH,Female,0,Yes,No,59,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),47.12,2811.83,No
2118-ZYLQE,Male,0,Yes,No,30,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,84.64,2538.84,No
2904-RBVVP,Male,0,No,Yes,40,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),55.16,2203.62,No
6515-ICMZB,Female,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.69,1022.69,No
1058-DFPXC,Female,0,No,Yes,72,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),53.59,3880.66,No
1745-YEXEX,Male,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.43,763.52,No
8793-WLBGI,Female,0,No,No,22,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,56.44,1235.43,Yes
5745-EOCYR,Male,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,85.73,875.1,Yes
2572-MXVCE,Female,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.36,364.27,Yes
5962-BOLAY,Male,0,Yes,Yes,27,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.14,1355.2,No
4937-HERYB,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,77.24,5541.6,No
7430-URMIW,Male,1,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.63,309.91,No
7821-WWPXO,Male,0,Yes,Yes,30,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),56.48,1693.0,No
8063-TOIFP,Male,0,No,No,16,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,53.59,882.92,No
1938-UZZMC,Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.29,976.44,No
1665-PDCZP,Male,1,No,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.59,187.61,Yes
8958-IWSMW,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,52.64,842.51,No
6509-HFPUW,Female,0,No,No,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,49.27,483.57,No
7461-FGGIZ,Female,0,Yes,No,33,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.43,1781.97,No
1730-IMUJD,Male,0,Yes,No,49,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,45.67,2219.37,No
2223-AOYTG,Male,0,No,Yes,51,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.6,3387.66,No
1965-RPBYS,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.86,455.37,Yes
1786-TEEZT,Female,0,Yes,Yes,54,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),77.86,4197.43,No
6238-WOIGE,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.96,789.16,Yes
4586-XURZP,Female,1,No,Yes,8,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,63.94,514.08,No
8760-QLJTO,Female,0,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.78,2525.29,No
7862-KJNYM,Male,0,Yes,Yes,8,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,62.79,491.16,No
8286-PPIMN,Female,0,No,Yes,1,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),45.14,12.3,No
3205-OQVAP,Male,0,Yes,No,11,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,68.67,757.28,No
6458-SBYDE,Male,1,Yes,No,30,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.78,1694.61,Yes
3951-ZHXUN,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,165.14,Yes
9774-CZLSM,Female,0,Yes,No,23,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,56.02,1273.92,No
6946-UAGFI,Male,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,88.95,2202.77,No
5564-AHVZQ,Male,0,No,Yes,31,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,85.53,2665.55,Yes
7204-YURAL,Female,0,No,Yes,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.57,4724.14,Yes
9506-NSAVF,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.42,970.08,No
7035-VAUUV,Male,0,No,No,4,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,65.8,251.06,Yes
7068-QCZWE,Female,0,No,Yes,9,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),53.25,483.65,No
7063-PWFRR,Male,0,Yes,Yes,13,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,40.49,528.71,No
7045-SQKJR,Male,1,No,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,89.12,2674.69,No
3751-SWMJK,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,86.44,0.0,Yes
7595-QEFHQ,Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,79.14,691.75,Yes
2905-IYFVU,Female,0,No,Yes,36,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),51.73,1849.27,No
5565-SMCXQ,Female,0,No,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.74,623.04,No
1995-MRWJU,Male,0,Yes,No,31,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,61.81,1927.1,Yes
4804-ETLFZ,Male,0,Yes,No,40,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,67.69,2736.93,No
1453-VZXNB,Female,0,No,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,631.27,No
1769-YFZAJ,Male,0,Yes,No,27,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,71.28,1939.07,No
4158-VYUHW,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.1,408.9,No
9407-VMLES,Female,1,Yes,No,72,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,67.14,4841.08,No
5561-OLNKE,Female,0,No,Yes,20,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),60.58,1181.35,No
1675-IHOXN,Male,0,Yes,No,5,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),47.98,215.39,No
7842-WGUHD,Male,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,88.08,719.7,Yes
9296-KXIQR,Male,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),73.92,2072.82,No
2964-BQUWL,Female,0,No,No,62,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.35,4355.36,Yes
9739-BJDXA,Female,0,No,No,4,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,51.75,179.12,No
4272-RVKXJ,Female,0,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,49.89,107.16,No
9166-OPDLO,Female,0,No,Yes,51,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),56.28,2872.01,No
9641-WDFKC,Male,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.49,1164.38,No
4666-BWSAU,Female,0,Yes,No,7,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),80.56,529.19,Yes
3630-JREHG,Female,1,No,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.88,1023.08,Yes
8989-FTJXF,Female,0,Yes,Yes,25,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),51.08,1266.16,No
3539-JGGWP,Female,0,Yes,No,9,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.02,537.0,No
7566-DEEFH,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,69.65,3481.25,Yes
9620-VIHPN,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,18.97,No
9623-MDFOK,Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,0.0,No
3720-BWFVE,Female,0,No,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,87.39,419.41,Yes
3945-DMDXS,Male,0,Yes,No,8,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.08,398.14,No
2575-QGWGD,Female,0,Yes,No,2,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),44.53,70.88,No
3666-EYGNW,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),84.19,92.22,No
7076-BHVJN,Male,0,No,No,33,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,63.71,2085.23,Yes
5430-YKGSY,Male,0,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,83.16,Yes
3566-VDNXE,Female,0,Yes,No,58,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,72.69,4281.34,Yes
8754-PGZPR,Female,0,No,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.17,348.73,No
2784-IHNHF,Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.5,2009.36,Yes
3652-TMUVV,Male,1,Yes,Yes,6,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,95.1,612.68,No
7842-AAIEG,Female,0,Yes,No,6,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.5,321.98,Yes
7862-FTAFK,Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,70.05,1398.4,No
9238-VRVJX,Female,0,Yes,No,19,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),59.79,1128.52,No
9667-JZZRH,Male,1,No,No,35,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.8,3016.98,Yes
8173-WZOAS,Female,1,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,86.15,2922.33,No
1086-HHXEP,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),81.08,2092.48,No
8370-KYNKM,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.55,1112.29,No
5629-HNTAU,Female,0,Yes,Yes,53,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),80.14,4259.14,Yes
4890-YEXDD,Female,0,Yes,No,23,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,67.03,1561.12,Yes
9577-HPNPI,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.08,1297.24,No
7647-HMEYM,Female,1,Yes,No,41,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),60.79,2502.43,No
4308-YENIQ,Male,0,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.35,70.26,No
9071-SCWKJ,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,70.46,617.33,Yes
5179-FUSNB,Female,1,Yes,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.0,367.32,Yes
5505-EMLHX,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),78.95,2385.16,No
9081-QKOET,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.57,1573.15,Yes
4730-MTQSD,Female,0,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),78.71,2901.72,No
7686-ZEALJ,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.01,513.53,Yes
2914-BXIXE,Female,0,No,Yes,4,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,50.7,227.58,Yes
8417-KDSYH,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),85.29,87.91,Yes
7778-PQKII,Female,0,No,No,20,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.95,956.61,No
7999-GACIP,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),73.55,2066.56,Yes
7509-UODOZ,Female,0,No,No,9,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.23,591.7,Yes
1778-QIWMC,Male,0,No,No,22,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,57.42,1246.04,No
9929-CPNDC,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,0.0,No
7255-RFPTH,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.43,43.22,No
5604-AMRUE,Female,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),88.33,2515.51,Yes
1983-APNXO,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,184.27,No
8831-PIDKS,Male,0,Yes,No,26,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),58.25,1487.48,No
2423-ILUBK,Female,0,Yes,No,42,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.39,2049.33,No
3218-PWTIK,Male,0,No,No,45,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.03,2313.93,No
1140-QKKWV,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,51.06,201.22,No
4505-LIYWW,Male,1,No,Yes,15,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),70.59,1065.82,No
3342-IJYYJ,Male,0,Yes,No,31,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,82.78,2570.34,Yes
9571-OELSC,Male,0,Yes,No,35,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),54.32,1870.43,No
8831-XZIRA,Male,0,No,Yes,36,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,73.72,2642.65,No
8991-FPCQE,Female,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.49,496.38,Yes
6007-WMKLJ,Male,0,Yes,Yes,5,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,57.75,286.09,No
3569-TPZNA,Male,0,Yes,No,21,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.46,1930.24,Yes
7054-IMIVR,Male,0,No,No,32,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,68.79,2219.78,Yes
9142-QBIMU,Female,0,No,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.16,170.84,No
3125-IOBBU,Female,0,Yes,No,2,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Mailed check,45.65,126.53,No
7399-EPMJG,Male,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.4,680.77,No
5278-OAJUI,Female,0,No,Yes,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,79.06,621.79,Yes
9442-YRGYT,Male,1,No,No,4,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,61.94,273.44,No
4684-UPPGI,Male,0,No,No,3,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),60.38,156.75,Yes
8783-KGHLT,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),81.79,746.79,No
3932-BUZRM,Male,0,No,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.84,413.64,No
